,Wikipedia_features,wikipedia_featurs_No,twitter_features,twitter_featurs_No,kaggle_features,kaggle_featurs_No,youtube_features,youtube_featurs_No
4456,caught,37.55351888598069,my way,2.5090761690351107,details,1.9536830424666831,could not,2.044817561436657
4457,has an,37.55191324414064,go on,2.509049912010707,center,1.9530649080998463,of an,2.0444607101995427
4458,make sense,37.54359269181614,went to,2.508993798931762,of america,1.952942547403833,henry,2.043779919285209
4459,take care,37.52479926108934,epic,2.50855839453717,drama,1.9523205463454327,leg,2.04363613864986
4460,your position,37.52230166812674,place to,2.506867172500232,about as,1.95125041742381,face is,2.043475153556671
4461,wrong and,37.51163009128822,display,2.5067195746128763,who do,1.951208035738655,til,2.043320316980713
4462,difficult to,37.50951720295218,base,2.5065933620132657,tear,1.9511264317640804,ahead,2.042969053529894
4463,and add,37.50573181969231,he doesn,2.5061792006639387,you about,1.9504025646644707,in while,2.042614888621961
4464,are now,37.49855662277125,violence against,2.5059685924797077,avclub,1.9493122960053828,laughter,2.0421941790921507
4465,the others,37.483815852350666,jerk,2.5047120700200045,mark,1.948941340119968,or what,2.0419622423121755
4466,now it,37.45300884715324,your pedophile,2.50400693290886,natural,1.9489317804755917,quiet,2.04170764213223
4467,copyrighted,37.447575276878375,reach,2.5036887188915693,bc,1.9489225762370368,ese,2.0406427462185297
4468,to as,37.44198489608138,sf,2.5036663170917297,been watching,1.9486162983460824,was actually,2.0402913219608925
4469,your ass,37.43429018126604,switch,2.5030271922371914,tits,1.948188453350145,heard it,2.0398216742313204
4470,assistance,37.43126777014695,fygm,2.501353925514917,if someone,1.9480881916031203,gaming,2.0397407863546158
4471,upset,37.42892614051539,my head,2.5008935672176205,pathetic you,1.948024458465574,hear the,2.039086498501453
4472,reaction,37.4187724588326,tweetybird2009 patvpeters,2.500773133714532,how does,1.9479768672465008,why dont,2.039006305277458
4473,addresses,37.417988909152506,stealing,2.500717571217852,old and,1.9475747876863685,is when,2.038155922891128
4474,about him,37.4053945192895,amymek,2.5005784772073953,killer,1.9464937196631784,of time,2.03718139954295
4475,don really,37.39533507311239,yezidi,2.5005588268705345,oil,1.9459729570864477,in an,2.0366683861293176
4476,counter,37.3934046578298,m1sp,2.500207776584732,worries,1.9457032926342823,keeping,2.0365365004278067
4477,the copyright,37.392582583571055,it can,2.50004020675167,us all,1.9451500594668305,lied,2.036390814224428
4478,english language,37.38675608175182,pre,2.4978487231683246,rate,1.945027315525246,2009,2.0359993906688403
4479,however it,37.38634805558666,muslims and,2.4970954595160952,put up,1.9450081062760387,destroyed,2.035564374662366
4480,way that,37.381096993664315,sharia law,2.496155640794817,result,1.944940629316384,6th,2.0348085819570647
4481,in particular,37.36753670306347,official,2.495634945581859,back then,1.9449121347988692,actually have,2.0347753562198934
4482,accused of,37.36507410984501,nworyzen,2.4956228517835566,freaks,1.9432090089781333,my goodness,2.034495248516771
4483,apologize for,37.33998241759587,and read,2.495389348036648,economics,1.9427154218147495,train,2.034448921259404
4484,sit,37.337822585743204,it still,2.494611489377823,its the,1.942401593121736,dios,2.033921838791204
4485,not good,37.32981018191504,trobinsonnewera http,2.49390267636748,republic,1.9422847817744893,making fun,2.032402240213764
4486,harm,37.310698724718186,be awesome,2.4930885714894973,relationship,1.9422436250316373,awesome video,2.0322278847167157
4487,cry,37.300382115057005,fraud,2.4920815410749486,your computer,1.941080554984281,kidding me,2.032155863838359
4488,machine,37.298722274332974,8bitbecca,2.492027702854608,will come,1.940902386326814,anything but,2.0318825263621143
4489,are there,37.297688938663136,abuse of,2.491306776271204,loose,1.9408510872614655,destroy,2.031708350309037
4490,come from,37.29659672589637,sunnah,2.4907765960404733,ego,1.940572883037833,colour,2.03116464227722
4491,why should,37.29274239650333,shjade,2.4907595883637894,companies,1.940065223531453,and thats,2.0308188272892598
4492,new to,37.28595183257015,1st,2.490694503072705,is probably,1.9400300655646687,new channel,2.030725186085935
4493,located,37.2823865409784,us to,2.490676559441885,anal,1.9391897063356012,just think,2.0304951468866115
4494,the change,37.27268783612296,get me,2.4898971505758896,neil,1.9388648821272256,oh yeah,2.0304729188711024
4495,rowspan style,37.25687982554276,text,2.4898541737067283,xa0 there,1.93851336827082,hunger,2.0297009433729567
4496,got the,37.256197176765355,when was,2.489500545066724,really you,1.9376138004240573,get up,2.02968613661934
4497,pillars of,37.252408079866974,gameloading,2.489398251141762,wind,1.9374433784770797,of our,2.0293825524802074
4498,have look,37.252020522609016,make sure,2.4876446541919894,the taxpayers,1.9370242672129272,gonna get,2.029326322916995
4499,it clear,37.23873582125635,looked like,2.4870333027727507,xa0as,1.9369417489186136,you with,2.028959168187627
4500,it like,37.23051332644325,videos,2.4864906158731768,the poor,1.936670716244299,finished,2.0287480233001647
4501,or if,37.22893485766361,muslim world,2.4854799844274447,interest,1.9363444425922205,focus,2.0282836333924643
4502,define,37.22761704360078,the tweet,2.4852643755076707,trashy,1.9358833326548723,mixed,2.028215643564161
4503,spell,37.220324879031615,is simply,2.485033588117335,shown,1.9354486847703503,as always,2.028201790469031
4504,it very,37.20900673943128,buddhists,2.484248096471529,sad little,1.935045039471784,god you,2.0279668121141445
4505,an opinion,37.2029457339775,grafana,2.4836415128514577,be as,1.9347214094995613,to change,2.0276607082077778
4506,promotional,37.19742743861296,teams are,2.48308583292648,britain,1.9343399636718868,major,2.0276141799578946
4507,in there,37.19459021543753,stockputout,2.4829068030080657,serve,1.9340725720160763,ho,2.0271674221453417
4508,1st,37.19291118550249,mkr are,2.4826066727996823,get his,1.93379919999164,dont care,2.0258682024803685
4509,threaten,37.19176274216015,sweet,2.48248800449652,females,1.9332588696727755,amount of,2.0256493431032694
4510,grand,37.15496793708211,usual,2.4823184700740053,define,1.932877268589055,see him,2.0251436153826377
4511,will automatically,37.1536398216084,rolls,2.4820506566195544,are about,1.9328251315520268,never get,2.0251086634320097
4512,recognized,37.148205050452596,the catwalk,2.4811358900946305,remove,1.9326133295761272,bueno,2.024900284240817
4513,one thing,37.11844210797214,eva and,2.4810402389934447,away and,1.9325419157944683,am in,2.024506590535473
4514,criticisms,37.113445736234056,and debra,2.4810402389934447,following,1.931796546497222,windows,2.0242697772650966
4515,on other,37.10875872918028,to shut,2.4809336874954657,specific,1.9317012428715767,them on,2.024037533042762
4516,challenge,37.102763950703036,checking,2.480739613752937,saying that,1.9314647346579263,got me,2.0239315456929567
4517,button,37.10095081137314,go through,2.479995959632058,are born,1.931351434690353,gt,2.023640726946028
4518,historians,37.07628249091286,middle east,2.479922525246317,has nothing,1.9309502402281928,bastards,2.023025935086374
4519,but is,37.073887043185664,glad to,2.4784515811957,you give,1.93055687683016,nie,2.022797957660847
4520,these people,37.042923865874705,to destroy,2.4774524520076393,we could,1.93041350060574,nicki minaj,2.0225834891305308
4521,written in,37.009943972073664,your quran,2.4773635309549302,you wanna,1.9301674144140089,this at,2.0224054551750257
4522,another editor,36.99559857704245,him to,2.477295314339559,to people,1.9300243734749023,xddd,2.022221955617701
4523,goal,36.99234929805016,feels like,2.4772090182893205,move to,1.929786131910307,easy to,2.0213181920114778
4524,charles,36.98782286979379,kurd,2.4754362955168165,generation,1.9295871868758072,can take,2.020904269577945
4525,philosophy,36.98616682224088,characters,2.4752110020049214,and like,1.9291614320760992,wish you,2.0208421459280896
4526,what this,36.98404085889595,whose,2.4751424536058213,after he,1.9281806379347235,wins,2.0207076483413924
4527,thing is,36.96410289312677,it seems,2.4748913064756657,his dick,1.927745249760568,hah,2.0205137341807613
4528,want you,36.96314809327765,sees,2.4737081177193283,fingers,1.9274792350715448,north,2.0201938987046164
4529,ongoing,36.96288450703664,execution,2.473162932078738,are absolutely,1.9266352135457807,me my,2.01959075058934
4530,they did,36.9628603512862,1life0continues,2.473014786323379,channel,1.9265820836014718,would make,2.019259451772061
4531,editor who,36.961852634225856,say they,2.4725486179237883,and look,1.9258870716300744,they know,2.0191864970642905
4532,ain,36.954186464836276,chezkig1,2.471838381963797,effective,1.925769512740443,watched it,2.0190114734835927
4533,report you,36.93900575540994,of umar,2.47156336238102,in jail,1.9254134069206397,hotmail com,2.018989388078221
4534,the latter,36.93071044958306,eff,2.4715462843818914,ice,1.9249895459691029,impossible,2.0186399188552255
4535,will take,36.926319542288475,iamcaticorn,2.4714908880771183,so don,1.9243681706362716,most people,2.0181735102563154
4536,formal,36.92338665933853,arab,2.4714756298338227,coming out,1.9243678805212887,he actually,2.0179330937443654
4537,wasting,36.91527215524951,relevant http,2.4712638184848137,person who,1.9242254228368287,local,2.0177170399935043
4538,show that,36.907469013505526,but kat,2.4708196454313884,repeating,1.9236157263495728,pay for,2.0164541637347626
4539,as can,36.90699252837574,in cooking,2.470119778266716,attacks,1.922997630248874,draw,2.016424448070311
4540,progress,36.89852067496616,was going,2.468642872598251,and shut,1.9226968827731743,your channel,2.0161937335799016
4541,homo,36.89480312976559,turks,2.468614472272459,your kids,1.9219879719936488,were you,2.016177192898754
4542,notice that,36.88914955999536,yawn,2.468547818249908,don really,1.9218297498011885,the entire,2.015553803226464
4543,you call,36.88299296356315,bradybaggett luvshinecafe,2.468528813899527,all see,1.9215849915248064,does she,2.015528647352517
4544,come up,36.856986669316456,bugger,2.4680041329130944,sexist,1.921581408541435,day of,2.015120385606229
4545,the final,36.842189609104096,hundreds of,2.4675164079115115,are here,1.9213935977638612,respect for,2.0142748222881712
4546,2000,36.82513703302457,kaya786 fai3an_h,2.4673746789137128,he gets,1.920726813707908,think we,2.0142676365150933
4547,verifiability,36.815538268130226,cxarli,2.4672951297792736,recent,1.9205571845126324,to write,2.0138761172354585
4548,has made,36.80014370700175,be better,2.4664321142540566,you start,1.9204780396423569,promise,2.0136619992852185
4549,that any,36.79754758974913,tasteofsydney,2.4661642950319598,division,1.919959192620931,the poor,2.013601026679592
4550,both the,36.77485162239236,petertownsend7 islam,2.4660076157655344,this article,1.919564928632583,this cover,2.01308824129628
4551,africa,36.77416060771254,not watching,2.465016945122928,argue,1.919528161034892,harlem,2.0130870094462168
4552,let the,36.76161475982615,this person,2.464931888530318,adults,1.918745087260345,my hair,2.01299474478947
4553,how long,36.75154467302398,to follow,2.4647908572949437,god you,1.9184344659229136,video like,2.012440913574154
4554,votes,36.73412024173527,soup,2.464197750215622,fairly,1.9181930369484927,ish,2.011692730814042
4555,and hope,36.73239007095385,way mkr,2.4636299021045973,understand that,1.918068395826535,dos,2.0116342241199665
4556,mental,36.72724941912142,did kat,2.463493722210052,bar,1.9171689864205248,she sounds,2.0115258215333616
4557,believe you,36.69952339005141,me where,2.461602524956965,fart,1.9168329602979584,guy with,2.011471017802005
4558,sandbox thank,36.69866920110105,isis militants,2.461418932800466,bottle,1.9167578319391043,2011,2.0112777282285377
4559,to comment,36.695993978554135,progress,2.4603876549989394,re fucking,1.9164366469221803,goosebumps,2.0109497223854422
4560,people that,36.68416609608376,million times,2.4599361186262314,aside,1.9151361031904879,put that,2.01002023144799
4561,comment was,36.66306390866715,begins,2.45906004668719,but this,1.9146975986646297,tem,2.00954622333274
4562,knowledge of,36.657899956792846,redemption round,2.4589996170780744,gay and,1.9145472530021816,guy was,2.009477303394496
4563,provides,36.64927295236095,beans,2.4588323298931534,your next,1.9144078401504991,the cops,2.0093612085441346
4564,your life,36.64834396854693,would ve,2.457380972148305,excuse for,1.913871712004622,up like,2.0093531661749653
4565,handle,36.64438364696439,continue to,2.457292761920912,wet,1.9135278459211171,the funniest,2.0092228666667484
4566,to become,36.640314573550505,for real,2.4564810131854933,despite,1.9130289127452498,plenty,2.008980399838357
4567,the exact,36.63532193652263,in turkey,2.4547468113505992,the free,1.9110970660165,ako,2.008654172696156
4568,the proper,36.633184052863676,ceo,2.454611717285781,anyways,1.911087188639824,play with,2.008608434252233
4569,so in,36.62646738546601,bar,2.453846783309406,better off,1.9103783529425309,cum,2.008024308113038
4570,png,36.62421461307551,me what,2.4535693506337206,fired,1.9086845218637112,said he,2.0078067680495235
4571,to bring,36.62281012162658,linked,2.4522465220961864,at first,1.9086075222465293,just be,2.00775732210508
4572,becomes,36.613083767219464,or the,2.4520297299876392,of yours,1.9083352161490492,xp,2.0076384366651654
4573,smith,36.611983055961325,lynnemcgranger,2.4515787823013704,ko,1.9074561370921412,any way,2.00760579701839
4574,calm,36.60657878902723,will try,2.451193318617222,birther,1.9072796655496231,saying it,2.0070044998934367
4575,not you,36.59597793965139,agreed,2.4510420926906384,around here,1.907049155554472,your eyes,2.0069383851492746
4576,universe,36.595653787994145,related to,2.4498498031067406,equally,1.906854397635548,call it,2.006876554769955
4577,interests,36.59336177221309,your food,2.4492064950918477,walking,1.9067950529979456,what this,2.006830932386657
4578,sorry to,36.592190310135656,mosques,2.4490845119029974,to sit,1.906532297505953,sexy and,2.0055928182261344
4579,level of,36.58664416665896,this it,2.44890869048038,anything else,1.906423470506152,find out,2.0055796688331697
4580,right and,36.56650038228693,make your,2.4488431903789527,to judge,1.9063303753562677,thats my,2.005530727387409
